,overall_score,style_score,city,land,country,beer_type,abv,brewery,beer_name,calories,average_rating,review_average,weighted_average,description,served_in
2552,59,38.0,Kraków,Lesser Poland,Poland,IPA,5.9%,Beer City,Beer City Krak III,177 cal per 355ml,3.28,3.39,3.26,"TYLKO NATURALE SKŁADNIKI
Słody jęczmienne: pale ale, monachijski jasny, Caraaroma, Carahell, słód pszeniczny.…",Shaker
2553,32,44.0,Kraków,Lesser Poland,Poland,Bitter - Ordinary / Best,5.9%,Beer City,Beer City Bazyl I,177 cal per 355ml,2.93,2.96,2.95,,English pint
2554,31,7.0,Kraków,Lesser Poland,Poland,IPA,5.5%,Beer City,Beer City Smok,165 cal per 355ml,2.89,2.93,2.93,,Shaker
2555,30,9.0,Kraków,Lesser Poland,Poland,IPA,5.0%,Beer City,Beer City Kacper Ryx,150 cal per 355ml,3.04,2.99,2.98,Dobre piwo znaleźć nie jest łatwo. Królewski śledczy Kacper Ryx nie ma z tym najmniejszego problemu.,Shaker
2556,29,9.0,Kraków,Lesser Poland,Poland,IPA,5.9%,Beer City,Beer City Krak IV,177 cal per 355ml,2.92,2.99,2.97,"2 hops. Niefiltrowane i niepasteryzowane. Tylko naturalne składniki. 
Słody jęczmienne: pale ale, monachijski jasny, Caraaroma, Carahell, słód pszeniczny.…",Shaker
2557,20,18.0,Kraków,Lesser Poland,Poland,Altbier / Sticke Alt,5.5%,Beer City,Beer City Wit I,165 cal per 355ml,2.85,2.83,2.84,,Kölsch/Altbier
2558,18,2.0,Kraków,Lesser Poland,Poland,IPA,6.2%,Beer City,Beer City Krak I,186 cal per 355ml,2.57,2.75,2.77,"English India Pale Ale, 13 Blg.",Shaker
2559,15,2.0,Kraków,Lesser Poland,Poland,IPA,5.9%,Beer City,Beer City Krak II,177 cal per 355ml,2.64,2.68,2.74,"Krakowianie z dziada pradziada obyczajni mieszczanie. Używaja zazwyczaj jako napoju wody syconej z jeczmienia i chmielu. A jezeli ten napoj moze sluzyc do zaspokajania pragnienia, to przeciez nie wynaleziono takze niczego dogodniejszego dla natry ludzkiej.…",Shaker
2566,49,35.0,Kraków,Lesser Poland,Poland,IPA,5.7%,Beer Story,Beer Story City Lights,171 cal per 355ml,3.18,3.37,3.24,"City Lights jest jasnym piwem, które swój wyjątkowy smak zawdzięcza połączeniu delikatności słodu pszenicznego oraz mocy i goryczy amerykańskiej wersji IPy. Znajdziecie w nim cytrusowe i żywiczne nuty charakterystyczne dla amerykańskich odmian chmielu.",Shaker
2567,36,2.0,Kraków,Lesser Poland,Poland,IPA - Black / Brown / Cascadian Dark,7.6%,Beer Story,Beer Story Dark Alley,228 cal per 355ml,2.92,2.91,2.91,,Shaker
2568,16,2.0,Kraków,Lesser Poland,Poland,IPA,6.7%,Beer Story,Beer Story American Muscle,201 cal per 355ml,2.88,2.64,2.70,Oparty na klasycznej recepturze American Muscle stanowi wyjątkowe połączenie mocy i goryczki charakterystycznych dla stylu AIPA. Słodowa podstawa wspiera mocny chmielowy charakter i balansuje smak.,Shaker
2569,15,45.0,Kraków,Lesser Poland,Poland,Amber Lager - International / Vienna,5.5%,Benedictus Memes,Benedyktyńskie Piwo Opata,165 cal per 355ml,2.51,2.74,2.77,"Piwo Opata o głębokim bursztynowym kolorze, wyraźnym słodowym aromacie i łagodnym smaku z nutami goryczy.…",Dimpled mug
2570,15,24.0,Kraków,Lesser Poland,Poland,Dark Lager - Dunkel / Tmavý,4.5%,Benedictus Memes,Benedyktyńskie Przeora Ciemne,135 cal per 355ml,2.77,2.73,2.75,"Piwo o głębokim, czarnym kolorze. Ten aromatyczny trunek w pierwszej chwili smakuje karmelowo, aby po chwili zaskoczyć bogatą gamą wspaniałych smaków.",Dimpled mug
2571,14,19.0,Kraków,Lesser Poland,Poland,Flavored - Other,4.5%,Benedictus Memes,Benedyktyńskie Szafarza Ciemne z Miodem,135 cal per 355ml,2.69,2.60,2.68,"Piwo Szafarza ciemne z miodem. Wyjątkowy smak i zapach zawdzięcza dodatkowi naturalnego miodu pszczelego oraz szlachetnych odmian słodu. Piwo ciemne z miodem. Pasteryzowane. 4,5% obj. Ekstrakt 13,5 wag.",Lager glass
2574,100,100.0,Kraków,Lesser Poland,Poland,Porter - Smoked,11.9%,Brokreacja,Brokreacja Imperialny Nafciarz 18 Months Aged,357 cal per 355ml,4.41,4.43,4.10,"Aged 18 months in Laphroaig and Bunnahabhain barrels

**…",
2575,100,100.0,Kraków,Lesser Poland,Poland,Brown Ale - Imperial,11.0%,Brokreacja,Brokreacja Potion #2,330 cal per 355ml,4.19,4.12,4.06,Coconut Almond Imperial Brown Ale Bourbon Barrel Aged - 25 Blg,
2576,100,100.0,Kraków,Lesser Poland,Poland,Brown Ale - Imperial,10.4%,Brokreacja,Brokreacja Potion #07,312 cal per 355ml,4.16,4.11,4.04,"Tobacco Cocoa Agave Imperial Brown Ale Rum BA

alk. 10.4% obj., 25 Plato…",
2577,100,100.0,Kraków,Lesser Poland,Poland,Porter - Smoked,11.0%,Brokreacja,Brokreacja Imperialny Nafciarz 28 Plato,330 cal per 355ml,4.23,4.21,4.00,"ABV. 11%, 28 Plato
Whisky Rye Imperial Brown Porter…",
2578,99,100.0,Kraków,Lesser Poland,Poland,Porter - Smoked,10.8%,Brokreacja,Brokreacja #CallToCreate,324 cal per 355ml,4.04,4.09,3.96,"ABV. 10,0%, 25 Plato (2022: 10.8 %)

Smoked Imperial Baltic Porter Bourbon BA…",
2579,99,99.0,Kraków,Lesser Poland,Poland,Porter - Smoked,11.1%,Brokreacja,Brokreacja Imperialny Nafciarz Islay Blend BA,333 cal per 355ml,4.05,4.00,3.94,Imperialny Nafciarz w wersji Islay Blend. Wymieszaliśmy w nim piwo leżakowane w beczkach po Laphroaig (większość) i Bunnahabhain.,
2580,99,86.0,Kraków,Lesser Poland,Poland,Stout - Imperial Flavored / Pastry,11.5%,Brokreacja,Brokreacja Potion #6,345 cal per 355ml,4.06,4.00,3.92,"11,5% ABV, 25 Plato, 40 IBU…",
2581,99,98.0,Kraków,Lesser Poland,Poland,Brown Ale - Imperial,10.2%,Brokreacja,Brokreacja Potion #9,306 cal per 355ml,4.03,4.02,3.91,Coconut Hazelut Date Syrup Imperial Brown Ale Bourbon BA,
2582,99,99.0,Kraków,Lesser Poland,Poland,Porter - Smoked,11.1%,Brokreacja,Brokreacja Imperialny Nafciarz,333 cal per 355ml,4.03,3.93,3.91,"Podwójnie doładowane wcielenie Nafciarza Dukielskiego, jeszcze bardziej intensywne. Motywem przewodnim jest tu torfowa wędzonka, dzielnie wspierana przez czekoladę, orzechy i ciemne owoce. Muskularne ciało nadaje piwu degustacyjnego charakteru, który cieszy jak zastrzyk petrodolarów.…",
2583,99,99.0,Kraków,Lesser Poland,Poland,Porter - Smoked,10.0%,Brokreacja,Brokreacja Imperialny Nafciarz Laphroaig BA,300 cal per 355ml,4.05,3.95,3.91,Imperialny Nafciarz Dukielski aged in 10yo Laphroaig barrels…,
2584,99,94.0,Kraków,Lesser Poland,Poland,Stout - Imperial,10.3%,Brokreacja,Brokreacja The Gravedigger Laphroaig 10 BA,309 cal per 355ml,4.14,4.04,3.90,"Alk. 10,3%, ekst. 24 Plato, 100 IBU…",Snifter
2585,99,97.0,Kraków,Lesser Poland,Poland,Barley Wine / Wheat Wine / Rye Wine,13.2%,Brokreacja,Brokreacja Potion #15,396 cal per 355ml,4.05,4.01,3.90,"Tobacco Barley Wine Bourbon BA
ABV. 13,2%, 25 Plato…",Snifter
2586,99,100.0,Kraków,Lesser Poland,Poland,Smoked - Other,9.5%,Brokreacja,Brokreacja Buried Alive,285 cal per 355ml,3.97,3.93,3.90,"Jego godziny są policzone. Przykryty warstwą torfu nie jest w stanie wydostać się ze swojej czekoladowej krypty. Ktoś obsypał go płatkami drewna kasztanowego, by jeszcze trudniej było uwolnić jego masywne ciało. Jednak nie woła o pomoc. Powoli łapie ostatnie tchnienie, czując w ustach smak ciasteczek. Ostatnie słowo, jakie wypowiada, to ""słodyczka"".…",
2587,99,90.0,Kraków,Lesser Poland,Poland,Porter - Imperial Flavored,10.4%,Brokreacja,Brokreacja Potion #10,312 cal per 355ml,4.02,4.02,3.88,"Alk. 10.4% obj., 25 Plato
Pistachio Coconut Maple Syrup Imperial Brown Porter Bourbon BA
I: water, malts Pale Ale, Brown, Caraaroma, Chocolate Wheat, Special B, lactose, pistachio, coconut, maple syrup, hop Simcoe, yeast",
2588,99,98.0,Kraków,Lesser Poland,Poland,Porter - Smoked,12.0%,Brokreacja,Brokreacja Potion #18,360 cal per 355ml,4.05,4.05,3.85,"Plum Skomed Baltic Porter Bourbon BA
ABV. 12%, 25 Plato…",
2589,98,99.0,Kraków,Lesser Poland,Poland,Smoked - Other,11.0%,Brokreacja,Brokreacja Buried Alive 28 Plato,330 cal per 355ml,4.08,4.06,3.85,"ABV. 11%, 28 Plato

I: water, malts: Pale Ale, Fawcett Peated, Caraaroma, Carafa Special III, Brown, Chocolate Wheat, Special B, hop Magnum, yeasts,…",
2590,98,97.0,Kraków,Lesser Poland,Poland,Porter - Smoked,10.6%,Brokreacja,Brokreacja Imperialny Nafciarz 28 Plato Rum Barrel Aged,318 cal per 355ml,4.06,4.09,3.84,"Aged in rum barrels.

ABV. 10,6%, 28 Plato…",
2591,98,95.0,Kraków,Lesser Poland,Poland,Barley Wine / Wheat Wine / Rye Wine,11.4%,Brokreacja,Brokreacja Potion #12,342 cal per 355ml,3.96,3.98,3.84,"Rose Date Syrup Barley Wine Bourbon BA

+11 do bezprzewodowego ładowania węgla",Snifter
2592,98,95.0,Kraków,Lesser Poland,Poland,Quadrupel / Abt,11.5%,Brokreacja,Brokreacja Potion #16,345 cal per 355ml,3.98,4.04,3.84,"Dates Fig-Syrup Quadrupel BA
ABV. 11,5%, 25 Plato…",Trappist glass
2593,98,97.0,Kraków,Lesser Poland,Poland,Red Ale - Imperial,10.8%,Brokreacja,Brokreacja Potion #3,324 cal per 355ml,3.95,3.88,3.83,Cranberry Maple Imperial Red Ale Jack Daniels & Bourbon Barrel Aged…,
2594,98,99.0,Kraków,Lesser Poland,Poland,Scotch Ale / Wee Heavy,12.1%,Brokreacja,Brokreacja Potion #17,363 cal per 355ml,3.98,3.99,3.83,"Lapsang Wee Heavy Whisky BA
ABV. 12,1%, 25 Plato…",Thistle
2595,98,81.0,Kraków,Lesser Poland,Poland,Porter - Imperial Flavored,10.5%,Brokreacja,Brokreacja / Seven Islands Siren Call Jack Daniels Barrel Aged,315 cal per 355ml,3.95,3.95,3.83,"Imperial Mediterranean Porter with Mahleb
Cooperation: Brokreacja & Seven Island
Aged in Jack Daniels barrels",
2596,98,94.0,Kraków,Lesser Poland,Poland,Barley Wine / Wheat Wine / Rye Wine,11.3%,Brokreacja,Brokreacja Potion #19,339 cal per 355ml,3.93,3.98,3.82,"Potion #19 label 
Potion #19
Brokreacja…",Snifter
2597,98,94.0,Kraków,Lesser Poland,Poland,Quadrupel / Abt,11.0%,Brokreacja,Brokreacja Potion #08,330 cal per 355ml,3.94,3.89,3.81,Quadrupel Cognac Barrel Aged,Trappist glass
2598,98,94.0,Kraków,Lesser Poland,Poland,Porter - Baltic,10.1%,Brokreacja,Brokreacja Deep Dark Sea Bourbon Barrel Aged Vintage 2019,303 cal per 355ml,4.00,3.93,3.82,"Alk. 10,1% obj., esktr. 24 Plato, 50 IBU…",English pint
2599,98,94.0,Kraków,Lesser Poland,Poland,Porter - Baltic,10.1%,Brokreacja,Brokreacja Deep Dark Sea Bourbon Barrel Aged Vintage 2018,303 cal per 355ml,3.94,3.85,3.81,Wersja leżakowana w beczkach po Bourbonie.…,English pint
2600,98,68.0,Kraków,Lesser Poland,Poland,Stout - Imperial Flavored / Pastry,12.7%,Brokreacja,Brokreacja Potion #14,381 cal per 355ml,4.02,4.03,3.81,"Cocoa Maple Vanilla Russian Imperial Stout Bourbon BA

Rozmyślając o kolejnym Potionie, przyszedł nam do głowy Imperialny Stout w klasycznym ujęciu, bo czemu by nie. A jak klasyczne…",
2601,98,68.0,Kraków,Lesser Poland,Poland,Stout - Imperial Flavored / Pastry,8.5%,Brokreacja,Brokreacja Potion #4,255 cal per 355ml,3.89,3.86,3.81,"Vanilla Macadamia Imperial Milk Stout Marsala Wine BA
+7 do przechodzenia Mario w lewo",
2602,98,93.0,Kraków,Lesser Poland,Poland,Porter - Baltic,11.3%,Brokreacja,Brokreacja Deep Dark Sea 28 Plato Bourbon BA,339 cal per 355ml,4.13,4.07,3.80,"Beer aged in Bourbon barrels.

Imperial Baltic Porter Bourbon BA…",English pint
2603,97,95.0,Kraków,Lesser Poland,Poland,Porter - Smoked,11.6%,Brokreacja,Brokreacja Imperialny Nafciarz Bunnahabhain BA,348 cal per 355ml,3.94,3.89,3.78,Imperialny Nafciarz leżakowany w beczkach po whisky Bunnahabhain.,
2604,97,92.0,Kraków,Lesser Poland,Poland,Porter - Baltic,10.1%,Brokreacja,Brokreacja Deep Dark Sea Kirschwasser BA,303 cal per 355ml,3.96,3.88,3.77,Wersja leżakowana w beczce po Kirschwasser.,English pint
2605,97,91.0,Kraków,Lesser Poland,Poland,Barley Wine / Wheat Wine / Rye Wine,11.0%,Brokreacja,Brokreacja Wine Cake,330 cal per 355ml,3.82,3.79,3.77,Wine Cake - Wheat Wine leżakowane w beczkach po portugalskim czerwonym winie Tempranillo. Limitowana edycja na 1. urodziny Brokreacji.…,Snifter
2606,97,94.0,Kraków,Lesser Poland,Poland,Porter - Smoked,6.3%,Brokreacja,Brokreacja / Dukla Nafciarz Dukielski,189 cal per 355ml,3.83,3.78,3.76,"Nafciarz Dukielski - piwo inspirowane ropą naftową, wydobywaną od wielu lat w rejonach Dukli. Trunek o oleistej fakturze pochodzącej ze słodów żytnich oraz ciemnobrunatnej barwie, nadanej przez czekoladowe i palone słody whisky. W smaku i aromacie nuty torfu i nafty przeplatają się ze szlachetną ziołowością chmielu East Kent Golding oraz charakterem Brown Porteru.…",
2607,97,96.0,Kraków,Lesser Poland,Poland,Smoked - Other,9.5%,Brokreacja,Brokreacja Buried Alive Laphroaig Barrel Aged,285 cal per 355ml,3.87,3.86,3.74,"Alk. 9,5% obj., ekstr. 24 Plato, 40 IBU

Wersja leżakowana w beczkach po Laphroaig 10.…",
2608,96,88.0,Kraków,Lesser Poland,Poland,Porter - Baltic,10.1%,Brokreacja,Brokreacja Deep Dark Sea Red Wine BA,303 cal per 355ml,3.92,3.88,3.73,"Alk. 10,1% obj., ekstr. 24 Plato, 50 IBU

Imperialny Porter Bałtycki w wersji leżakowanej w beczkach po francuskim czerwonym winie.",English pint
2609,96,63.0,Kraków,Lesser Poland,Poland,Porter - Imperial Flavored,10.5%,Brokreacja,Brokreacja Siren Call Rioja Barrel Aged,315 cal per 355ml,3.83,3.82,3.72,"Imperial Mediterranean Porter with Mahleb
Cooperation: Brokreacja & Seven Island
Aged in Rioja Wine barrels",
2610,96,94.0,Kraków,Lesser Poland,Poland,Smoked - Other,11.5%,Brokreacja,Brokreacja The Knifemaker,345 cal per 355ml,4.11,4.04,3.72,"Peated Barley Wine Laphroaig Quarter Cask Barrel Aged
ABV. 11,5%, 25 Plato…",
2611,95,80.0,Kraków,Lesser Poland,Poland,Porter - Imperial,11.2%,Brokreacja,Brokreacja Meet The Barrel #2: Rye Vodka,336 cal per 355ml,3.97,3.96,3.70,"Meet The Barrel - Poznaj beczkę!

Collab with Wolf & Oak Distillery…",Shaker
2612,95,84.0,Kraków,Lesser Poland,Poland,Brown Ale - Imperial,9.7%,Brokreacja,Brokreacja Not Alone Bourbon Barrel Aged,291 cal per 355ml,4.01,4.01,3.69,"Coconut Almond Imperial Brown Ale Bourbon BA
ABV. 8,9%, 24 Plato…",
2614,95,84.0,Kraków,Lesser Poland,Poland,Barley Wine / Wheat Wine / Rye Wine,10.7%,Brokreacja,Brokreacja Battle Master 2018,321 cal per 355ml,3.86,3.79,3.68,Barley Wine Bourbon Oak Aged - 24 Plato…,Snifter
2615,94,39.0,Kraków,Lesser Poland,Poland,Stout - Imperial Flavored / Pastry,11.0%,Brokreacja,Brokreacja Potion #5,330 cal per 355ml,3.72,3.72,3.66,"11% ABV, 25 Plato, 60 IBU…",
2616,94,92.0,Kraków,Lesser Poland,Poland,Smoked - Other,9.5%,Brokreacja,Brokreacja Certain Death,285 cal per 355ml,3.79,3.71,3.67,"Został skazany na pewną śmierć. Odchodzi pokornie, gładko, mając w ustach posmak kawy i czekolady. Wstrzymuje oddech, by na dłużej zatrzymać aromat oscypka, którego dali mu na ostatnią drogę. Wiśniowe drewno majaczy mu przed nosem - wyraźnie czuje jego ulotny zapach. ""Ostatnie chwile mogą być słodkie"" - myśli i zamyka oczy na zawsze.…",
2617,94,80.0,Kraków,Lesser Poland,Poland,Barley Wine / Wheat Wine / Rye Wine,10.0%,Brokreacja,Brokreacja Sweet Temptation,300 cal per 355ml,3.77,3.71,3.65,"To miał być ostatni raz, ale tego grzechu nikt nie jest w stanie uniknąć. Woń słodyczy połączona z czerwonym winem, łamie nawet najtwardsze postanowienia. Sweet Temptation swoje kuszenie rozpoczyna od zniewalającego wyglądu, po czym omamia nozdrza, by w końcu rozpłynąć się w gardle niczym krem najlepszego z ciast. Czy ktoś mu się oprze?…",Snifter
2618,94,40.0,Kraków,Lesser Poland,Poland,Stout - Imperial Flavored / Pastry,9.7%,Brokreacja,Brokreacja Paris Syndrome 2,291 cal per 355ml,3.89,3.89,3.66,"Paris Syndrome #2

ABV. 9,7%, 32 Plato…",
2619,94,91.0,Kraków,Lesser Poland,Poland,IPA - Black / Brown / Cascadian Dark,6.7%,Brokreacja,Brokreacja Infernal,201 cal per 355ml,3.91,3.86,3.66,"Brokreacja x Medicine

Otrzymałeś wielką moc, by pogodzić ze sobą świat boski, ziemski i podziemny. Zdecyduj, która z energii jest Ci najbliższa i ocal świat!…",Shaker
2620,94,79.0,Kraków,Lesser Poland,Poland,Porter - Baltic,10.1%,Brokreacja,Brokreacja Deep Dark Sea,303 cal per 355ml,3.76,3.67,3.65,"Coś czai się w głębinach. To majestatyczny imperialny Porter Bałtycki, leżakowany przez pół roku, by nabrać mocy i charakteru. Głęboki aromat gorzkiej czekolady wciąga w nieprzejrzystą ciemną toń piwa i zachęca, by zatopić w nim usta. W smaku grasują ciemne owoce, razowy chleb i muśnięcie szlachetnego alkoholu.…",English pint
2621,94,39.0,Kraków,Lesser Poland,Poland,Stout - Imperial Flavored / Pastry,9.7%,Brokreacja,Brokreacja Paris Syndrome 1,291 cal per 355ml,3.68,3.88,3.66,"Paris Syndrome #1

ABV. 9,7%, 32 Plato…",
2622,93,83.0,Kraków,Lesser Poland,Poland,IPA - Hazy / New England (NEIPA),5.8%,Brokreacja,Brokreacja Newt Eye,174 cal per 355ml,3.89,3.79,3.65,"DDH Hazy IPA

ABV. 5,5%, 15 Plato, Hop Rate: 20 g/l…",Shaker
2623,93,51.0,Kraków,Lesser Poland,Poland,Stout - Imperial,10.3%,Brokreacja,Brokreacja The Gravedigger,309 cal per 355ml,3.75,3.67,3.65,"The Gravedigger - mroczny i czarny Russian Imperial Stout - król wszystkich piw. Niezwykle kompleksowy trunek oferujący aromat złożony z czekolady, świeżo palonej kawy oraz wyciszonej nuty szlachetnego alkoholu. Likierowa słodycz i pełnia zostały w nim obudowane mocną w cyfrach, ale przyjemną w ustach goryczką.…",Snifter
2624,93,98.0,Kraków,Lesser Poland,Poland,Stout,6.7%,Brokreacja,Brokreacja The Lumberjack,201 cal per 355ml,3.69,3.65,3.64,"The Lumberjack - nowofalowa mieszanka czarnego wyspiarskiego Stoutu z amerykańskim chmieleniem. Żyto wykorzystane w zasypie nadaje piwu oleistości, która koresponduje z posmakiem czekolady oraz mocną żywiczną goryczką. Aromat bogaty w nuty kawowe i czekoladowe, uzupełnione o cytrusową słodycz.…",English pint
2625,92,72.0,Kraków,Lesser Poland,Poland,Barley Wine / Wheat Wine / Rye Wine,11.0%,Brokreacja,Brokreacja Wine Cake French Wine BA Vintage 2018,330 cal per 355ml,3.75,3.67,3.61,"Alk. 11% obj., ekst. 24 Plato, 50 IBU…",Snifter
2626,92,40.0,Kraków,Lesser Poland,Poland,Stout - Imperial,10.3%,Brokreacja,Brokreacja The Gravedigger Slyrys Single Malt Whisky Barrel Aged,309 cal per 355ml,3.74,3.71,3.54,"The Gravedigger - mroczny i czarny Russian Imperial Stout - król wszystkich piw. Niezwykle kompleksowy trunek oferujący aromat złożony z czekolady, świeżo palonej kawy oraz wyciszonej nuty szlachetnego alkoholu. Likierowa słodycz i pełnia zostały w nim obudowane mocną w cyfrach, ale przyjemną w ustach goryczką.…",Snifter
2627,91,93.0,Kraków,Lesser Poland,Poland,IPA,7.5%,Brokreacja,Brokreacja OK Boomer,225 cal per 355ml,3.75,3.76,3.60,"ABV. 7,5%, 16 Plato, 80 IBU
West Coast IPA…",Shaker
2628,91,69.0,Kraków,Lesser Poland,Poland,Porter - Baltic,10.1%,Brokreacja,Brokreacja Deep Dark Sea Pedro Ximenez Sherry BA,303 cal per 355ml,3.73,3.68,3.60,"Alk. 10.1% obj., ekstr. 24 Plato, 50 IBU…",English pint
2629,91,69.0,Kraków,Lesser Poland,Poland,Porter - Baltic,11.4%,Brokreacja,Brokreacja Seadog,342 cal per 355ml,3.74,3.76,3.60,"Tobacco Cornflower Imperial Baltic Porter Bourbon BA

I: water, malts: barley and rye, hop: Warrior, tobacco Olaf Poulsson 88, cornflower, yeasts…",English pint
2630,90,71.0,Kraków,Lesser Poland,Poland,IPA - Hazy / New England (NEIPA),6.2%,Brokreacja,Brokreacja La Loba,186 cal per 355ml,3.82,3.82,3.59,"DDH Hazy IPA

#CallToCreate…",Shaker
2631,90,81.0,Kraków,Lesser Poland,Poland,Smoked - Other,8.2%,Brokreacja,Brokreacja Rage Against The Brexit,246 cal per 355ml,3.68,3.66,3.58,"8.2% ABV, 19 Plato, 100 IBU…",
2632,89,91.0,Kraków,Lesser Poland,Poland,IPA,6.2%,Brokreacja,"Brokreacja & Piwne Podziemie - So Fresh, So Cold",186 cal per 355ml,3.95,3.80,3.58,"Brokreacja x Piwne Podziemie x Yakima Chief Hops

Fresh hop cones: Simcoe, Citra, Mosaic.…",Shaker
2633,89,65.0,Kraków,Lesser Poland,Poland,IPA - Hazy / New England (NEIPA),5.9%,Brokreacja,Brokreacja Aeronaut,177 cal per 355ml,3.77,3.71,3.57,"Nasze nowe Hazy IPA to poklosie doswiadczen, które zebralismy wypuszczajac nasze pierwsze puszki trzy miesiace temu. Dla nas to byl przelom, który Wy przyjeliscie z otwartymi rekami i potwierdziliscie wysokimi ocenami. Dziekujemy!…",Shaker
2634,89,59.0,Kraków,Lesser Poland,Poland,Barley Wine / Wheat Wine / Rye Wine,11.0%,Brokreacja,Brokreacja Wine Cake Polish Wine BA Vintage 2018,330 cal per 355ml,3.71,3.66,3.57,"Alk. 11% obj., ekst. 24 Plato, 50 IBU…",Snifter
2635,89,55.0,Kraków,Lesser Poland,Poland,IPA - Hazy / New England (NEIPA),6.6%,Brokreacja,Brokreacja Trip-Hop Sabro Citra,198 cal per 355ml,3.68,3.65,3.55,"THC* IPA, alk. 6,6% obj., ekstr. 16 Plato, 40 IBU

*Triple Hop-Circulated – trzy razy chmielone przy użyciu hop-gunu IPA.…",Shaker
2636,88,94.0,Kraków,Lesser Poland,Poland,Bock - Doppelbock,11.7%,Brokreacja,Brokreacja Potion #22,351 cal per 355ml,3.73,3.83,3.57,Five-Flavor-Fruit Dreifachbock Bourbon Barrel Aged.,Dimpled mug
2637,88,76.0,Kraków,Lesser Poland,Poland,IPA - Black / Brown / Cascadian Dark,6.7%,Brokreacja,Brokreacja The Miner,201 cal per 355ml,3.58,3.58,3.57,"The Miner - ciemne jak węgiel Black IPA, pełne doznań pochodzących od słodów i chmieli. Zapach zdominowany przez grejpfruty, cytryny i żywiczną woń, ciemny kolor piwa zdradza jedynie muśnięciem prażonego słonecznika. W smaku bliskie klasycznemu, konkretnie nachmielonemu na goryczkę IPA, przełamanemu słodowymi niuansami.…",Shaker
2638,88,82.0,Kraków,Lesser Poland,Poland,IPA - Red,7.0%,Brokreacja,Brokreacja The Butcher,210 cal per 355ml,3.56,3.58,3.57,"The Butcher - krwiście czerwone IPA o przekornie wytrawnym charakterze w duchu West Coast. Ostra, krótka goryczka nie przesłania wplecionych do piwa słodowych detali, zaokrąglających jego smak. Cytrusowo-sosnowe aromaty są zasługą użycia gigantycznej ilości amerykańskiego chmielu na zimno.…",
